"ObservationDate","Country_Region","Province_State","Confirmed","Deaths","Recovered","Active"
2020-03-17,"Kazakhstan",NA,33,0,0,33
2020-03-17,"Azerbaijan",NA,28,1,6,21
2020-03-17,"Azerbaijan",NA,28,1,6,21
2020-03-18,"Turkey",NA,98,1,0,97
2020-03-18,"Armenia",NA,84,0,1,83
2020-03-18,"Cyprus",NA,49,0,0,49
2020-03-18,"Georgia",NA,38,0,1,37
2020-03-18,"Kazakhstan",NA,35,0,0,35
2020-03-19,"Turkey",NA,192,3,0,189
2020-03-19,"Armenia",NA,115,0,1,114
2020-03-19,"Cyprus",NA,67,0,0,67
2020-03-19,"Azerbaijan",NA,44,1,6,37
2020-03-19,"Kazakhstan",NA,44,0,0,44
2020-03-19,"Georgia",NA,40,0,1,39
2020-03-19,"Cyprus",NA,67,0,0,67
2020-03-19,"Azerbaijan",NA,44,1,6,37
2020-03-20,"Turkey",NA,359,4,0,355
2020-03-20,"Armenia",NA,136,0,1,135
2020-03-20,"Kazakhstan",NA,49,3,0,46
2020-03-20,"Georgia",NA,43,0,1,42
2020-03-21,"Turkey",NA,670,9,0,661
2020-03-21,"Armenia",NA,160,0,1,159
2020-03-21,"Cyprus",NA,84,0,0,84
2020-03-21,"Azerbaijan",NA,53,1,11,41
2020-03-21,"Kazakhstan",NA,53,0,0,53
2020-03-21,"Georgia",NA,49,0,1,48
2020-03-22,"Turkey",NA,1236,30,0,1206
2020-03-22,"Armenia",NA,194,0,2,192
2020-03-22,"Cyprus",NA,95,1,3,91
2020-03-22,"Azerbaijan",NA,65,1,11,53
2020-03-22,"Kazakhstan",NA,59,0,0,59
2020-03-22,"Georgia",NA,54,0,1,53
2020-03-23,"Armenia",NA,235,0,2,233
2020-03-23,"Azerbaijan",NA,72,1,10,61
2020-03-23,"Cyprus",NA,116,1,3,112
2020-03-23,"Georgia",NA,61,0,8,53
2020-03-23,"Kazakhstan",NA,62,0,0,62
2020-03-23,"Turkey",NA,1529,37,0,1492
2020-03-24,"Armenia",NA,249,0,14,235
2020-03-24,"Azerbaijan",NA,87,1,10,76
2020-03-24,"Cyprus",NA,124,3,3,118
2020-03-24,"Georgia",NA,70,0,9,61
2020-03-24,"Kazakhstan",NA,72,0,0,72
2020-03-24,"Turkey",NA,1872,44,0,1828
2020-03-25,"Armenia",NA,265,0,16,249
2020-03-25,"Azerbaijan",NA,93,2,10,81
2020-03-25,"Cyprus",NA,132,3,3,126
2020-03-25,"Georgia",NA,75,0,10,65
2020-03-25,"Kazakhstan",NA,81,0,0,81
2020-03-25,"Turkey",NA,2433,59,26,2348
2020-03-26,"Armenia",NA,290,1,18,271
2020-03-26,"Azerbaijan",NA,122,3,15,104
2020-03-26,"Cyprus",NA,146,3,4,139
2020-03-26,"Georgia",NA,79,0,11,68
2020-03-26,"Kazakhstan",NA,111,1,2,108
2020-03-26,"Kosovo",NA,71,1,0,70
2020-03-26,"Turkey",NA,3629,75,26,3528
2020-03-27,"Armenia",NA,329,1,28,300
2020-03-27,"Azerbaijan",NA,165,3,15,147
2020-03-27,"Cyprus",NA,162,5,15,142
2020-03-27,"Georgia",NA,83,0,14,69
2020-03-27,"Kazakhstan",NA,150,1,3,146
2020-03-27,"Kosovo",NA,86,1,1,84
2020-03-27,"Turkey",NA,5698,92,42,5564
2020-03-28,"Armenia",NA,407,1,30,376
2020-03-28,"Azerbaijan",NA,182,4,15,163
2020-03-28,"Cyprus",NA,179,5,15,159
2020-03-28,"Georgia",NA,90,0,14,76
2020-03-28,"Kazakhstan",NA,228,1,16,211
2020-03-28,"Kosovo",NA,91,1,1,89
2020-03-28,"Turkey",NA,7402,108,70,7224
2020-03-29,"Armenia",NA,424,3,30,391
2020-03-29,"Azerbaijan",NA,209,4,15,190
2020-03-29,"Cyprus",NA,214,5,15,194
2020-03-29,"Georgia",NA,91,0,18,73
2020-03-29,"Kazakhstan",NA,284,1,20,263
2020-03-29,"Kosovo",NA,94,1,1,92
2020-03-29,"Turkey",NA,9217,131,105,8981
2020-03-30,"Armenia",NA,482,3,30,449
2020-03-30,"Azerbaijan",NA,273,4,26,243
2020-03-30,"Cyprus",NA,230,7,22,201
2020-03-30,"Georgia",NA,103,0,20,83
2020-03-30,"Kazakhstan",NA,302,1,21,280
2020-03-30,"Kosovo",NA,94,1,1,92
2020-03-30,"Turkey",NA,10827,168,162,10497
2020-03-31,"Armenia",NA,532,3,30,499
2020-03-31,"Azerbaijan",NA,298,5,26,267
2020-03-31,"Cyprus",NA,262,8,23,231
2020-03-31,"Georgia",NA,110,0,21,89
2020-03-31,"Kazakhstan",NA,343,2,24,317
2020-03-31,"Kosovo",NA,112,1,6,105
2020-03-31,"Turkey",NA,13531,214,243,13074
2020-04-01,"Armenia",NA,571,4,31,536
2020-04-01,"Azerbaijan",NA,359,5,26,328
2020-04-01,"Cyprus",NA,320,9,28,283
2020-04-01,"Georgia",NA,117,0,23,94
2020-04-01,"Kazakhstan",NA,380,3,26,351
2020-04-01,"Kosovo",NA,125,1,10,114
2020-04-01,"Turkey",NA,15679,277,333,15069
2020-04-02,"Armenia",NA,663,7,33,623
2020-04-02,"Azerbaijan",NA,400,5,26,369
2020-04-02,"Cyprus",NA,356,10,28,318
2020-04-02,"Georgia",NA,134,0,26,108
2020-04-02,"Kazakhstan",NA,435,3,27,405
2020-04-02,"Kosovo",NA,125,1,10,114
2020-04-02,"Turkey",NA,18135,356,415,17364
2020-04-03,"Armenia",NA,736,7,43,686
2020-04-03,"Azerbaijan",NA,443,5,32,406
2020-04-03,"Cyprus",NA,396,11,28,357
2020-04-03,"Georgia",NA,155,0,28,127
2020-04-03,"Kazakhstan",NA,464,6,29,429
2020-04-03,"Kosovo",NA,126,1,10,115
2020-04-03,"Turkey",NA,20921,425,484,20012
2020-04-04,"Armenia",NA,770,7,43,720
2020-04-04,"Azerbaijan",NA,521,5,32,484
2020-04-04,"Cyprus",NA,426,11,33,382
2020-04-04,"Georgia",NA,162,1,36,125
2020-04-04,"Kazakhstan",NA,531,5,36,490
2020-04-04,"Kosovo",NA,135,1,16,118
2020-04-04,"Turkey",NA,23934,501,786,22647
2020-04-05,"Armenia",NA,822,7,57,758
2020-04-05,"Azerbaijan",NA,584,7,32,545
2020-04-05,"Cyprus",NA,446,9,37,400
2020-04-05,"Georgia",NA,174,2,36,136
2020-04-05,"Kazakhstan",NA,584,6,42,536
2020-04-05,"Kosovo",NA,145,1,23,121
2020-04-05,"Turkey",NA,27069,574,1042,25453
2020-04-06,"Armenia",NA,833,8,62,763
2020-04-06,"Azerbaijan",NA,641,7,44,590
2020-04-06,"Cyprus",NA,465,9,45,411
2020-04-06,"Georgia",NA,188,2,39,147
2020-04-06,"Kazakhstan",NA,662,6,46,610
2020-04-06,"Kosovo",NA,145,1,23,121
2020-04-06,"Turkey",NA,30217,649,1326,28242
2020-04-07,"Armenia",NA,853,8,87,758
2020-04-07,"Azerbaijan",NA,717,8,44,665
2020-04-07,"Cyprus",NA,494,9,47,438
2020-04-07,"Georgia",NA,196,3,46,147
2020-04-07,"Kazakhstan",NA,697,6,51,640
2020-04-07,"Kosovo",NA,170,4,24,142
2020-04-07,"Turkey",NA,34109,725,1582,31802
2020-04-08,"Armenia",NA,881,9,114,758
2020-04-08,"Azerbaijan",NA,822,8,63,751
2020-04-08,"Cyprus",NA,526,9,52,465
2020-04-08,"Georgia",NA,211,3,50,158
2020-04-08,"Kazakhstan",NA,727,7,54,666
2020-04-08,"Kosovo",NA,184,5,30,149
2020-04-08,"Turkey",NA,38226,812,1846,35568
2020-04-09,"Armenia",NA,921,10,138,773
2020-04-09,"Azerbaijan",NA,926,9,101,816
2020-04-09,"Cyprus",NA,564,10,53,501
2020-04-09,"Georgia",NA,218,3,51,164
2020-04-09,"Kazakhstan",NA,781,8,60,713
2020-04-09,"Kosovo",NA,184,5,30,149
2020-04-09,"Turkey",NA,42282,908,2142,39232
2020-04-10,"Armenia",NA,937,12,149,776
2020-04-10,"Azerbaijan",NA,991,10,159,822
2020-04-10,"Cyprus",NA,595,10,58,527
2020-04-10,"Georgia",NA,234,3,54,177
2020-04-10,"Kazakhstan",NA,812,10,64,738
2020-04-10,"Kosovo",NA,250,7,52,191
2020-04-10,"Turkey",NA,47029,1006,2423,43600
2020-04-11,"Armenia",NA,967,13,173,781
2020-04-11,"Azerbaijan",NA,1058,11,200,847
2020-04-11,"Cyprus",NA,616,10,61,545
2020-04-11,"Georgia",NA,242,3,60,179
2020-04-11,"Kazakhstan",NA,865,10,81,774
2020-04-11,"Kosovo",NA,283,7,58,218
2020-04-11,"Turkey",NA,52167,1101,2965,48101
2020-04-12,"Armenia",NA,1013,13,197,803
2020-04-12,"Azerbaijan",NA,1098,11,250,837
2020-04-12,"Cyprus",NA,633,11,65,557
2020-04-12,"Georgia",NA,257,3,67,187
2020-04-12,"Kazakhstan",NA,951,10,99,842
2020-04-12,"Kosovo",NA,283,7,58,218
2020-04-12,"Turkey",NA,56956,1198,3446,52312
2020-04-13,"Armenia",NA,1039,14,211,814
2020-04-13,"Azerbaijan",NA,1148,12,289,847
2020-04-13,"Cyprus",NA,662,12,65,585
2020-04-13,"Georgia",NA,272,3,68,201
2020-04-13,"Kazakhstan",NA,1091,12,138,941
2020-04-13,"Kosovo",NA,283,7,58,218
2020-04-13,"Turkey",NA,61049,1296,3957,55796
2020-04-14,"Armenia",NA,1067,16,265,786
2020-04-14,"Azerbaijan",NA,1197,13,351,833
2020-04-14,"Cyprus",NA,695,12,65,618
2020-04-14,"Georgia",NA,300,3,69,228
2020-04-14,"Kazakhstan",NA,1232,14,203,1015
2020-04-14,"Kosovo",NA,387,8,66,313
2020-04-14,"Turkey",NA,65111,1403,4799,58909
2020-04-15,"Armenia",NA,1111,17,297,797
2020-04-15,"Azerbaijan",NA,1253,13,404,836
2020-04-15,"Cyprus",NA,715,12,65,638
2020-04-15,"Georgia",NA,306,3,71,232
2020-04-15,"Kazakhstan",NA,1295,16,240,1039
2020-04-15,"Kosovo",NA,387,8,66,313
2020-04-15,"Turkey",NA,69392,1518,5674,62200
2020-04-16,"Armenia",NA,1159,18,358,783
2020-04-16,"Azerbaijan",NA,1283,15,460,808
2020-04-16,"Cyprus",NA,735,12,77,646
2020-04-16,"Georgia",NA,348,3,76,269
2020-04-16,"Kazakhstan",NA,1402,17,277,1108
2020-04-16,"Kosovo",NA,449,11,79,359
2020-04-16,"Turkey",NA,74193,1643,7089,65461
2020-04-17,"Armenia",NA,1201,19,402,780
2020-04-17,"Azerbaijan",NA,1340,15,528,797
2020-04-17,"Cyprus",NA,750,12,77,661
2020-04-17,"Georgia",NA,370,3,79,288
2020-04-17,"Kazakhstan",NA,1546,17,347,1182
2020-04-17,"Kosovo",NA,480,12,84,384
2020-04-17,"Turkey",NA,78546,1769,8631,68146
2020-04-18,"Armenia",NA,1248,20,523,705
2020-04-18,"Azerbaijan",NA,1373,18,590,765
2020-04-18,"Cyprus",NA,761,12,79,670
2020-04-18,"Georgia",NA,388,4,86,298
2020-04-18,"Kazakhstan",NA,1615,17,377,1221
2020-04-18,"Kosovo",NA,510,12,93,405
2020-04-18,"Turkey",NA,82329,1890,10453,69986
2020-04-19,"Armenia",NA,1291,20,545,726
2020-04-19,"Azerbaijan",NA,1398,19,712,667
2020-04-19,"Cyprus",NA,767,12,81,674
2020-04-19,"Georgia",NA,394,4,93,297
2020-04-19,"Kazakhstan",NA,1676,17,400,1259
2020-04-19,"Kosovo",NA,510,12,93,405
2020-04-19,"Turkey",NA,86306,2017,11976,72313
2020-04-20,"Armenia",NA,1339,22,580,737
2020-04-20,"Azerbaijan",NA,1436,19,791,626
2020-04-20,"Cyprus",NA,772,12,81,679
2020-04-20,"Georgia",NA,402,4,95,303
2020-04-20,"Kazakhstan",NA,1852,19,447,1386
2020-04-20,"Kosovo",NA,510,12,93,405
2020-04-20,"Turkey",NA,90980,2140,13430,75410
2020-04-21,"Armenia",NA,1401,24,609,768
2020-04-21,"Azerbaijan",NA,1480,20,865,595
2020-04-21,"Cyprus",NA,784,12,98,674
2020-04-21,"Georgia",NA,408,4,97,307
2020-04-21,"Kazakhstan",NA,1995,19,489,1487
2020-04-21,"Kosovo",NA,510,12,93,405
2020-04-21,"Turkey",NA,95591,2259,14918,78414
2020-04-22,"Armenia",NA,1473,24,633,816
2020-04-22,"Azerbaijan",NA,1518,20,907,591
2020-04-22,"Cyprus",NA,790,13,98,679
2020-04-22,"Georgia",NA,416,5,107,304
2020-04-22,"Kazakhstan",NA,2135,19,515,1601
2020-04-22,"Kosovo",NA,510,12,93,405
2020-04-22,"Turkey",NA,98674,2376,16477,79821
2020-04-23,"Armenia",NA,1523,24,659,840
2020-04-23,"Azerbaijan",NA,1548,20,948,580
2020-04-23,"Cyprus",NA,795,13,98,684
2020-04-23,"Georgia",NA,425,5,111,309
2020-04-23,"Kazakhstan",NA,2289,20,560,1709
2020-04-23,"Kosovo",NA,510,12,93,405
2020-04-23,"Turkey",NA,101790,2491,18491,80808
2020-04-24,"Armenia",NA,1596,27,728,841
2020-04-24,"Azerbaijan",NA,1592,21,1013,558
2020-04-24,"Cyprus",NA,804,14,98,692
2020-04-24,"Georgia",NA,444,5,132,307
2020-04-24,"Kazakhstan",NA,2482,25,604,1853
2020-04-24,"Kosovo",NA,510,12,93,405
2020-04-24,"Turkey",NA,104912,2600,21737,80575
2020-04-25,"Armenia",NA,1677,28,803,846
2020-04-25,"Azerbaijan",NA,1617,21,1080,516
2020-04-25,"Cyprus",NA,810,14,148,648
2020-04-25,"Georgia",NA,456,5,139,312
2020-04-25,"Kazakhstan",NA,2601,25,646,1930
2020-04-25,"Kosovo",NA,510,12,93,405
2020-04-25,"Turkey",NA,107773,2706,25582,79485
2020-04-26,"Armenia",NA,1746,28,833,885
2020-04-26,"Azerbaijan",NA,1645,21,1139,485
2020-04-26,"Cyprus",NA,817,14,148,655
2020-04-26,"Georgia",NA,486,6,149,331
2020-04-26,"Kazakhstan",NA,2717,25,682,2010
2020-04-26,"Kosovo",NA,510,12,93,405
2020-04-26,"Turkey",NA,110130,2805,29140,78185
2020-04-27,"Armenia",NA,1808,29,848,931
2020-04-27,"Azerbaijan",NA,1678,22,1162,494
2020-04-27,"Cyprus",NA,822,15,148,659
2020-04-27,"Georgia",NA,497,6,156,335
2020-04-27,"Kazakhstan",NA,2835,25,720,2090
2020-04-27,"Kosovo",NA,510,12,93,405
2020-04-27,"Turkey",NA,112261,2900,33791,75570
2020-04-28,"Armenia",NA,1867,30,866,971
2020-04-28,"Azerbaijan",NA,1717,22,1221,474
2020-04-28,"Cyprus",NA,837,15,148,674
2020-04-28,"Georgia",NA,511,6,168,337
2020-04-28,"Kazakhstan",NA,3027,25,774,2228
2020-04-28,"Kosovo",NA,510,12,93,405
2020-04-28,"Turkey",NA,114653,2992,38809,72852
2020-04-29,"Armenia",NA,1932,30,900,1002
2020-04-29,"Azerbaijan",NA,1766,23,1267,476
2020-04-29,"Cyprus",NA,843,15,148,680
2020-04-29,"Georgia",NA,517,6,178,333
2020-04-29,"Kazakhstan",NA,3138,25,819,2294
2020-04-29,"Kosovo",NA,510,12,93,405
2020-04-29,"Turkey",NA,117589,3081,44040,70468
2020-04-30,"Armenia",NA,2066,32,929,1105
2020-04-30,"Azerbaijan",NA,1804,24,1325,455
2020-04-30,"Cyprus",NA,850,15,296,539
2020-04-30,"Georgia",NA,539,6,184,349
2020-04-30,"Kazakhstan",NA,3402,25,866,2511
2020-04-30,"Kosovo",NA,799,22,249,528
2020-04-30,"Turkey",NA,120204,3174,48886,68144
2020-05-01,"Armenia",NA,2148,33,977,1138
2020-05-01,"Azerbaijan",NA,1854,25,1365,464
2020-05-01,"Cyprus",NA,857,15,296,546
2020-05-01,"Georgia",NA,566,7,207,352
2020-05-01,"Kazakhstan",NA,3597,25,922,2650
2020-05-01,"Kosovo",NA,806,22,271,513
2020-05-01,"Turkey",NA,122392,3258,53808,65326
2020-05-02,"Armenia",NA,2273,33,1010,1230
2020-05-02,"Azerbaijan",NA,1894,25,1411,458
2020-05-02,"Cyprus",NA,864,15,296,553
2020-05-02,"Georgia",NA,582,8,207,367
2020-05-02,"Kazakhstan",NA,3857,25,985,2847
2020-05-02,"Kosovo",NA,823,22,336,465
2020-05-02,"Turkey",NA,124375,3336,58259,62780
2020-05-03,"Armenia",NA,2386,35,1035,1316
2020-05-03,"Azerbaijan",NA,1932,25,1441,466
2020-05-03,"Cyprus",NA,872,15,296,561
2020-05-03,"Georgia",NA,589,9,223,357
2020-05-03,"Kazakhstan",NA,3920,27,1084,2809
2020-05-03,"Kosovo",NA,851,22,381,448
2020-05-03,"Turkey",NA,126045,3397,63151,59497
2020-05-04,"Armenia",NA,2507,39,1071,1397
2020-05-04,"Azerbaijan",NA,1984,26,1480,478
2020-05-04,"Cyprus",NA,874,15,296,563
2020-05-04,"Georgia",NA,593,9,223,361
2020-05-04,"Kazakhstan",NA,4049,29,1173,2847
2020-05-04,"Kosovo",NA,855,26,403,426
2020-05-04,"Turkey",NA,127659,3461,68166,56032
2020-05-05,"Armenia",NA,2619,40,1111,1468
2020-05-05,"Azerbaijan",NA,2060,26,1508,526
2020-05-05,"Cyprus",NA,878,15,296,567
2020-05-05,"Georgia",NA,604,9,240,355
2020-05-05,"Kazakhstan",NA,4205,29,1279,2897
2020-05-05,"Kosovo",NA,856,26,490,340
2020-05-05,"Turkey",NA,129491,3520,73285,52686
2020-05-06,"Armenia",NA,2782,40,1135,1607
2020-05-06,"Azerbaijan",NA,2127,28,1536,563
2020-05-06,"Cyprus",NA,883,15,296,572
2020-05-06,"Georgia",NA,610,9,269,332
2020-05-06,"Kazakhstan",NA,4422,30,1408,2984
2020-05-06,"Kosovo",NA,856,26,490,340
2020-05-06,"Turkey",NA,131744,3584,78202,49958
2020-05-07,"Armenia",NA,2884,42,1185,1657
2020-05-07,"Azerbaijan",NA,2204,28,1551,625
2020-05-07,"Cyprus",NA,889,15,400,474
2020-05-07,"Georgia",NA,615,9,275,331
2020-05-07,"Kazakhstan",NA,4578,30,1518,3030
2020-05-07,"Kosovo",NA,861,27,562,272
2020-05-07,"Turkey",NA,133721,3641,82984,47096
2020-05-08,"Armenia",NA,3029,43,1218,1768
2020-05-08,"Azerbaijan",NA,2279,28,1576,675
2020-05-08,"Cyprus",NA,891,15,400,476
2020-05-08,"Georgia",NA,623,10,288,325
2020-05-08,"Kazakhstan",NA,4834,31,1631,3172
2020-05-08,"Kosovo",NA,861,27,562,272
2020-05-08,"Turkey",NA,135569,3689,86396,45484
2020-05-09,"Armenia",NA,3175,44,1267,1864
2020-05-09,"Azerbaijan",NA,2422,31,1620,771
2020-05-09,"Cyprus",NA,892,15,401,476
2020-05-09,"Georgia",NA,626,10,297,319
2020-05-09,"Kazakhstan",NA,4975,31,1776,3168
2020-05-09,"Kosovo",NA,862,28,622,212
2020-05-09,"Turkey",NA,137115,3739,89480,43896
2020-05-10,"Armenia",NA,3313,45,1325,1943
2020-05-10,"Azerbaijan",NA,2519,32,1650,837
2020-05-10,"Cyprus",NA,898,16,401,481
2020-05-10,"Georgia",NA,635,10,309,316
2020-05-10,"Kazakhstan",NA,5090,31,1941,3118
2020-05-10,"Kosovo",NA,870,28,653,189
2020-05-10,"Turkey",NA,138657,3786,92691,42180
2020-05-11,"Armenia",NA,3392,46,1359,1987
2020-05-11,"Azerbaijan",NA,2589,32,1680,877
2020-05-11,"Cyprus",NA,901,16,401,484
2020-05-11,"Georgia",NA,638,11,317,310
2020-05-11,"Kazakhstan",NA,5207,32,2074,3101
2020-05-11,"Kosovo",NA,884,28,655,201
2020-05-11,"Turkey",NA,139771,3841,95780,40150
2020-05-12,"Armenia",NA,3538,47,1430,2061
2020-05-12,"Azerbaijan",NA,2693,33,1680,980
2020-05-12,"Cyprus",NA,903,16,449,438
2020-05-12,"Georgia",NA,642,11,349,282
2020-05-12,"Kazakhstan",NA,5279,32,2223,3024
2020-05-12,"Kosovo",NA,919,29,671,219
2020-05-12,"Turkey",NA,141475,3894,98889,38692
2020-05-13,"Armenia",NA,3718,48,1500,2170
2020-05-13,"Azerbaijan",NA,2758,35,1789,934
2020-05-13,"Cyprus",NA,905,17,449,439
2020-05-13,"Georgia",NA,647,11,372,264
2020-05-13,"Kazakhstan",NA,5417,32,2408,2977
2020-05-13,"Kosovo",NA,919,29,671,219
2020-05-13,"Turkey",NA,143114,3952,101715,37447
2020-05-14,"Armenia",NA,3860,49,1572,2239
2020-05-14,"Azerbaijan",NA,2879,35,1833,1011
2020-05-14,"Cyprus",NA,907,17,481,409
2020-05-14,"Georgia",NA,667,12,383,272
2020-05-14,"Kazakhstan",NA,5571,32,2531,3008
2020-05-14,"Kosovo",NA,944,29,690,225
2020-05-14,"Turkey",NA,144749,4007,104030,36712
2020-05-15,"Armenia",NA,4044,52,1666,2326
2020-05-15,"Azerbaijan",NA,2980,36,1886,1058
2020-05-15,"Cyprus",NA,910,17,481,412
2020-05-15,"Georgia",NA,671,12,393,266
2020-05-15,"Kazakhstan",NA,5689,34,2707,2948
2020-05-15,"Kosovo",NA,944,29,690,225
2020-05-15,"Turkey",NA,146457,4055,106133,36269
2020-05-16,"Armenia",NA,4283,55,1791,2437
2020-05-16,"Azerbaijan",NA,3138,36,1944,1158
2020-05-16,"Cyprus",NA,914,17,515,382
2020-05-16,"Georgia",NA,683,12,419,252
2020-05-16,"Kazakhstan",NA,5850,34,2980,2836
2020-05-16,"Kosovo",NA,944,29,690,225
2020-05-16,"Turkey",NA,148067,4096,108137,35834
2020-05-17,"Armenia",NA,4472,60,1925,2487
2020-05-17,"Azerbaijan",NA,3274,39,2015,1220
2020-05-17,"Cyprus",NA,916,17,515,384
2020-05-17,"Georgia",NA,695,12,425,258
2020-05-17,"Kazakhstan",NA,6157,34,3256,2867
2020-05-17,"Kosovo",NA,955,29,691,235
2020-05-17,"Turkey",NA,149435,4140,109962,35333
2020-05-18,"Armenia",NA,4823,61,2019,2743
2020-05-18,"Azerbaijan",NA,3387,40,2055,1292
2020-05-18,"Cyprus",NA,917,17,515,385
2020-05-18,"Georgia",NA,701,12,432,257
2020-05-18,"Kazakhstan",NA,6751,35,3469,3247
2020-05-18,"Kosovo",NA,955,29,691,235
2020-05-18,"Turkey",NA,150593,4171,111577,34845
2020-05-19,"Armenia",NA,5041,64,2164,2813
2020-05-19,"Azerbaijan",NA,3518,41,2198,1279
2020-05-19,"Cyprus",NA,918,17,515,386
2020-05-19,"Georgia",NA,707,12,456,239
2020-05-19,"Kazakhstan",NA,6751,35,3598,3118
2020-05-19,"Kosovo",NA,989,29,769,191
2020-05-19,"Turkey",NA,151615,4199,112895,34521
2020-05-20,"Armenia",NA,5271,67,2419,2785
2020-05-20,"Azerbaijan",NA,3631,43,2253,1335
2020-05-20,"Cyprus",NA,922,17,516,389
2020-05-20,"Georgia",NA,713,12,475,226
2020-05-20,"Kazakhstan",NA,6969,35,3734,3200
2020-05-20,"Kosovo",NA,989,29,769,191
2020-05-20,"Turkey",NA,152587,4222,113987,34378
2020-05-21,"Armenia",NA,5606,70,2581,2955
2020-05-21,"Azerbaijan",NA,3749,44,2340,1365
2020-05-21,"Cyprus",NA,923,17,561,345
2020-05-21,"Georgia",NA,721,12,485,224
2020-05-21,"Kazakhstan",NA,7234,35,3843,3356
2020-05-21,"Kosovo",NA,1003,29,772,202
2020-05-21,"Turkey",NA,153548,4249,114990,34309
2020-05-22,"Armenia",NA,5928,74,2874,2980
2020-05-22,"Azerbaijan",NA,3855,46,2399,1410
2020-05-22,"Cyprus",NA,927,17,561,349
2020-05-22,"Georgia",NA,723,12,495,216
2020-05-22,"Kazakhstan",NA,7919,35,4096,3788
2020-05-22,"Kosovo",NA,1004,29,772,203
2020-05-22,"Turkey",NA,154500,4276,116111,34113
2020-05-23,"Armenia",NA,6302,77,2936,3289
2020-05-23,"Azerbaijan",NA,3982,49,2506,1427
2020-05-23,"Cyprus",NA,927,17,594,316
2020-05-23,"Georgia",NA,728,12,509,207
2020-05-23,"Kazakhstan",NA,7919,35,4214,3670
2020-05-23,"Kosovo",NA,1025,29,782,214
2020-05-23,"Turkey",NA,155686,4308,117602,33776
2020-05-24,"Armenia",NA,6661,81,3064,3516
2020-05-24,"Azerbaijan",NA,4122,49,2607,1466
2020-05-24,"Cyprus",NA,935,17,594,324
2020-05-24,"Georgia",NA,730,12,522,196
2020-05-24,"Kazakhstan",NA,8531,35,4352,4144
2020-05-24,"Kosovo",NA,1032,29,785,218
2020-05-24,"Turkey",NA,156827,4340,118694,33793
2020-05-25,"Armenia",NA,7113,87,3145,3881
2020-05-25,"Azerbaijan",NA,4271,51,2741,1479
2020-05-25,"Cyprus",NA,937,17,594,326
2020-05-25,"Georgia",NA,731,12,526,193
2020-05-25,"Kazakhstan",NA,8969,35,4515,4419
2020-05-25,"Kosovo",NA,1038,30,791,217
2020-05-25,"Turkey",NA,157814,4369,120015,33430
2020-05-26,"Armenia",NA,7402,91,3220,4091
2020-05-26,"Azerbaijan",NA,4403,52,2819,1532
2020-05-26,"Cyprus",NA,939,17,594,328
2020-05-26,"Georgia",NA,732,12,537,183
2020-05-26,"Kazakhstan",NA,8969,37,4613,4319
2020-05-26,"Kosovo",NA,1038,30,791,217
2020-05-26,"Turkey",NA,158762,4397,121507,32858
2020-05-27,"Armenia",NA,7774,98,3255,4421
2020-05-27,"Azerbaijan",NA,4568,54,2897,1617
2020-05-27,"Cyprus",NA,939,17,594,328
2020-05-27,"Georgia",NA,735,12,557,166
2020-05-27,"Kazakhstan",NA,9304,37,4768,4499
2020-05-27,"Kosovo",NA,1047,30,794,223
2020-05-27,"Turkey",NA,159797,4431,122793,32573
2020-05-28,"Armenia",NA,8216,113,3287,4816
2020-05-28,"Azerbaijan",NA,4759,56,3022,1681
2020-05-28,"Cyprus",NA,941,17,784,140
2020-05-28,"Georgia",NA,738,12,573,153
2020-05-28,"Kazakhstan",NA,9576,37,4900,4639
2020-05-28,"Kosovo",NA,1048,30,801,217
2020-05-28,"Turkey",NA,160979,4461,124369,32149
2020-05-29,"Armenia",NA,8676,120,3297,5259
2020-05-29,"Azerbaijan",NA,4989,58,3125,1806
2020-05-29,"Cyprus",NA,942,17,784,141
2020-05-29,"Georgia",NA,746,12,576,158
2020-05-29,"Kazakhstan",NA,9932,37,5057,4838
2020-05-29,"Kosovo",NA,1048,30,801,217
2020-05-29,"Turkey",NA,162120,4489,125963,31668
2020-05-30,"Armenia",NA,8927,127,3317,5483
2020-05-30,"Azerbaijan",NA,5246,61,3327,1858
2020-05-30,"Cyprus",NA,944,17,790,137
2020-05-30,"Georgia",NA,757,12,600,145
2020-05-30,"Kazakhstan",NA,10382,38,5220,5124
2020-05-30,"Kosovo",NA,1064,30,829,205
2020-05-30,"Turkey",NA,163103,4515,126984,31604
2020-05-31,"Armenia",NA,9282,131,3386,5765
2020-05-31,"Azerbaijan",NA,5494,63,3428,2003
2020-05-31,"Cyprus",NA,944,17,790,137
2020-05-31,"Georgia",NA,783,12,605,166
2020-05-31,"Kazakhstan",NA,10858,40,5404,5414
2020-05-31,"Kosovo",NA,1064,30,829,205
2020-05-31,"Turkey",NA,163942,4540,127973,31429
2020-06-01,"Armenia",NA,9492,139,3402,5951
2020-06-01,"Azerbaijan",NA,5662,68,3508,2086
2020-06-01,"Cyprus",NA,949,17,790,142
2020-06-01,"Georgia",NA,794,12,624,158
2020-06-01,"Kazakhstan",NA,11308,41,5587,5680
2020-06-01,"Kosovo",NA,1064,30,829,205
2020-06-01,"Turkey",NA,164769,4563,128947,31259
2020-06-02,"Armenia",NA,10009,158,3427,6424
2020-06-02,"Azerbaijan",NA,5935,71,3564,2300
2020-06-02,"Cyprus",NA,952,17,790,145
2020-06-02,"Georgia",NA,796,13,634,149
